City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Darlowo,PL,54.421,16.4107,69.94,53,51,13.47,broken clouds
350,Buala,SB,-8.145,159.5921,78.71,85,100,3.78,light rain
351,Dimona,IL,31.0667,35.0333,78.85,51,0,16.89,clear sky
352,Cidreira,BR,-30.1811,-50.2056,71.13,75,0,7.29,clear sky
353,Moose Factory,CA,51.2585,-80.6094,44.6,100,90,9.22,overcast clouds
354,Yar-Sale,RU,66.8333,70.8333,36.37,73,0,7.85,clear sky
355,The Valley,AI,18.217,-63.0578,86.09,78,20,5.75,few clouds
356,Broome,US,42.2506,-75.833,58.19,79,90,1.01,moderate rain
357,Sobolevo,RU,54.4299,31.8996,55.45,63,42,10.6,scattered clouds
358,Shediac,CA,46.2198,-64.5411,57.83,87,20,14.97,few clouds
359,Gondanglegi,ID,-7.7479,112.0132,75.78,77,75,16.15,broken clouds
360,Manicore,BR,-5.8092,-61.3003,88.43,52,15,1.12,moderate rain
361,La Ronge,CA,55.1001,-105.2842,52.05,87,20,4.61,few clouds
362,Ewa Beach,US,21.3156,-158.0072,78.75,69,1,5.99,clear sky
363,Malanje,AO,-9.5402,16.341,80.98,78,75,2.3,broken clouds
364,Paamiut,GL,61.994,-49.6678,32.76,41,0,6.22,clear sky
365,Turukhansk,RU,65.8167,87.9833,37.56,79,53,5.55,broken clouds
366,Aksu,CN,41.1231,80.2644,74.53,21,0,1.88,clear sky
367,Matara,LK,5.9485,80.5353,79.56,82,27,16.15,scattered clouds
368,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,100,90,13.8,mist
369,Lehtmetsa,EE,59.3237,25.3457,56.77,53,5,4.23,clear sky
370,Nikolayevsk-Na-Amure,RU,53.1406,140.73,48.79,97,100,4.43,overcast clouds
371,Lamu,KE,-2.2717,40.902,84.42,69,85,14.54,overcast clouds
372,Arrifes,PT,37.7667,-25.7,71.24,88,40,11.5,scattered clouds
373,Stokmarknes,NO,68.5646,14.9108,64.36,67,0,4.61,clear sky
374,Mahudha,IN,22.8167,72.9333,89.58,65,90,4.05,overcast clouds
375,Barentu,ER,15.1139,37.5928,89.46,30,78,9.08,broken clouds
376,Sri Aman,MY,1.2376,111.4621,78.85,94,100,0.0,overcast clouds
377,Sinnamary,GF,5.3833,-52.95,85.1,64,6,9.91,clear sky
378,Keti Bandar,PK,24.1447,67.4497,85.89,72,100,14.23,overcast clouds
379,Taltal,CL,-25.4,-70.4833,61.54,69,32,5.17,scattered clouds
380,Sinnar,SD,13.5691,33.5672,94.82,34,12,4.18,few clouds
381,Bacalar,MX,18.6667,-88.3833,75.31,94,40,11.5,scattered clouds
382,Mehamn,NO,71.0357,27.8492,57.15,82,75,6.91,broken clouds
383,Nebug,RU,44.1714,39.0036,63.9,81,14,7.78,few clouds
384,Henties Bay,NA,-22.116,14.2845,61.86,73,6,11.56,clear sky
385,Poya,NC,-21.35,165.15,67.17,74,55,6.2,broken clouds
386,Cape Coast,GH,5.1053,-1.2466,82.47,73,35,10.07,light rain
387,Gresham,US,45.4982,-122.4315,60.37,93,90,4.61,moderate rain
388,Hambantota,LK,6.1241,81.1185,86.34,62,40,18.41,scattered clouds
389,Matay,EG,28.419,30.7792,88.74,22,0,12.33,clear sky
390,Ongandjera,NA,-17.8833,15.0667,95.34,7,0,6.2,clear sky
391,Gao,ML,16.6362,1.637,103.28,8,0,17.49,clear sky
392,Ranong,TH,9.9658,98.6348,76.93,91,100,7.38,overcast clouds
393,Svetlogorsk,BY,52.6333,29.7333,53.38,68,100,7.11,overcast clouds
394,Beacon,US,41.5048,-73.9696,62.65,77,75,1.01,broken clouds
395,Tanout,NE,14.9709,8.8879,97.86,10,0,7.02,clear sky
396,Sinazongwe,ZM,-17.2614,27.4618,89.02,34,27,7.92,scattered clouds
397,Port Hedland,AU,-20.3167,118.5667,73.45,64,97,13.8,overcast clouds
398,Necochea,AR,-38.5473,-58.7368,49.03,63,80,5.99,broken clouds
399,Burnie,AU,-41.0667,145.9167,44.89,87,16,4.85,few clouds
400,Amga,RU,60.8953,131.9608,38.23,75,100,8.43,overcast clouds
401,Hammond,US,41.5834,-87.5,67.98,76,1,5.99,clear sky
402,Brewster,US,41.3973,-73.6171,63.73,86,90,0.0,overcast clouds
403,Mayo,US,38.8876,-76.5119,65.95,80,1,0.0,clear sky
404,Nuevo Progreso,MX,23.1667,-97.95,74.59,90,26,5.39,scattered clouds
405,Mae Sai,TH,20.4335,99.8762,76.32,95,100,1.88,light rain
406,Nanakuli,US,21.3906,-158.1547,78.75,69,1,3.44,clear sky
407,Shenxian,CN,36.2411,115.6672,68.05,94,100,4.7,moderate rain
408,Lorengau,PG,-2.0226,147.2712,81.88,78,13,7.31,few clouds
409,Wattegama,LK,6.7989,81.4808,85.12,57,100,11.23,overcast clouds
410,Nayoro,JP,44.3506,142.4578,51.66,92,23,3.09,few clouds
411,Haines Junction,CA,60.7522,-137.5108,33.75,80,100,8.05,light rain
412,Wairoa,NZ,-39.0333,177.3667,48.6,98,100,1.99,light rain
413,Valentin Gomez Farias,MX,28.2167,-106.5833,56.59,73,0,6.53,clear sky
414,Banda Aceh,ID,5.5577,95.3222,80.85,73,90,8.41,light rain
415,Port Macquarie,AU,-31.4333,152.9167,56.89,66,73,6.46,broken clouds
416,Sambava,MG,-14.2667,50.1667,77.14,69,0,17.2,clear sky
417,Ust-Kulom,RU,61.6864,53.6902,44.1,60,27,5.7,scattered clouds
418,Purwa,IN,26.4667,80.7833,86.02,69,92,7.45,overcast clouds
419,Shahr-E Babak,IR,30.1165,55.1186,84.34,9,0,2.39,clear sky
420,Barra Patuca,HN,15.8,-84.2833,81.82,81,28,6.78,scattered clouds
421,Dhidhdhoo,MV,6.8833,73.1,82.04,72,100,21.16,overcast clouds
422,Gatesville,US,31.4352,-97.7439,66.88,86,1,0.0,clear sky
423,Maldonado,UY,-34.6667,-54.9167,60.22,75,3,6.67,clear sky
424,Shimoda,JP,34.6667,138.95,67.1,77,25,17.49,scattered clouds
425,La Orilla,MX,17.9833,-102.2333,76.05,89,63,4.5,broken clouds
426,Barra Do Garcas,BR,-15.89,-52.2567,81.18,54,0,0.0,clear sky
427,Saldanha,ZA,-33.0117,17.9442,60.85,66,98,17.11,overcast clouds
428,Codrington,AU,-38.2667,141.9667,50.67,78,100,6.64,overcast clouds
429,Beringovskiy,RU,63.05,179.3167,35.35,77,86,2.06,overcast clouds
430,Soyo,AO,-6.1349,12.3689,82.45,74,100,9.44,overcast clouds
431,Wladyslawowo,PL,54.7909,18.4009,68.94,60,14,17.11,few clouds
432,Monduli,TZ,-3.3,36.45,80.67,27,72,10.31,broken clouds
433,Tiznit,MA,29.5833,-9.5,92.7,14,0,8.63,clear sky
434,Chingola,ZM,-12.529,27.8838,84.09,23,99,4.34,overcast clouds
435,Rovaniemi,FI,66.5,25.7167,53.01,82,0,10.36,clear sky
436,Isiro,CD,2.7739,27.616,83.35,56,92,2.17,overcast clouds
437,Nouadhibou,MR,20.931,-17.0347,94.98,29,4,13.8,dust
438,Kantang,TH,7.4054,99.5156,78.89,100,20,3.44,few clouds
439,Mtambile,TZ,-5.3833,39.7,79.9,63,4,10.56,clear sky
440,Lima,PE,-12.0432,-77.0282,58.14,87,90,1.01,overcast clouds
441,Prachuap Khiri Khan,TH,12.2167,99.75,74.17,88,100,1.43,light rain
442,Viransehir,TR,37.2353,39.7631,88.93,9,0,10.71,clear sky
443,Tawang,IN,27.5833,91.8667,55.11,95,100,1.41,overcast clouds
444,Cayenne,GF,4.9333,-52.3333,86.09,77,32,1.01,scattered clouds
445,Kaeo,NZ,-35.1,173.7833,47.32,87,52,4.41,broken clouds
446,Waidhofen,DE,48.5833,11.3333,74.05,69,20,2.3,few clouds
447,Sabha,LY,27.0377,14.4283,87.26,17,0,5.28,clear sky
448,Ciudad Bolivar,VE,8.1222,-63.5497,83.8,69,12,6.38,few clouds
449,Celestun,MX,20.8667,-90.4,77.5,82,11,7.9,few clouds
450,Jasper,US,37.2001,-94.3502,67.82,65,20,3.0,few clouds
451,Ribeira Brava,PT,32.65,-17.0667,79.72,64,4,6.29,clear sky
452,Teguise,ES,29.0605,-13.564,75.42,73,20,21.85,few clouds
453,Olginskaya,RU,47.1879,39.9492,63.37,44,80,10.18,broken clouds
454,Kovdor,RU,67.5662,30.4758,54.59,71,18,6.04,few clouds
455,Mairi,BR,-11.7114,-40.1489,75.61,62,85,7.92,overcast clouds
456,Prince Rupert,CA,54.3161,-130.3201,51.49,90,90,5.75,light rain
457,At-Bashi,KG,41.1702,75.8106,66.42,21,0,5.48,clear sky
458,Ambon,ID,-3.6954,128.1814,77.14,94,40,6.91,scattered clouds
459,Conceicao Do Araguaia,BR,-8.2578,-49.2647,94.21,34,76,6.04,broken clouds
460,Tautira,PF,-17.7333,-149.15,75.22,77,99,17.6,light rain
461,Itaqui,BR,-29.1253,-56.5531,75.09,52,0,9.82,clear sky
462,Sombrio,BR,-29.1139,-49.6167,83.93,67,0,5.19,clear sky
463,Kieta,PG,-6.2167,155.6333,79.2,81,100,1.01,overcast clouds
464,Khani,GE,41.9563,42.9566,62.17,73,61,5.01,broken clouds
465,Oranjemund,NA,-28.55,16.4333,59.54,77,100,17.9,overcast clouds
466,Lookan,PH,5.037,120.1027,84.0,73,43,7.96,scattered clouds
467,Sisimiut,GL,66.9395,-53.6735,28.99,44,0,8.01,clear sky
468,Ukiah,US,39.1502,-123.2078,60.37,80,90,0.0,overcast clouds
469,Chistogorskiy,RU,53.9835,87.3843,30.38,93,20,3.11,few clouds
470,Sola,VU,-13.8833,167.55,75.87,94,90,0.0,overcast clouds
471,Penarroya-Pueblonuevo,ES,38.3,-5.2667,77.45,32,100,4.03,overcast clouds
472,Vanavara,RU,60.34,102.2797,33.28,98,100,10.38,snow
473,Vila,PT,42.0304,-8.1588,61.7,90,100,1.86,overcast clouds
474,Dalby,AU,-27.1833,151.2667,57.97,75,100,3.0,overcast clouds
475,Bacalan,PH,11.5464,122.0849,80.1,81,100,4.85,overcast clouds
476,Nhulunbuy,AU,-12.2333,136.7667,79.41,83,79,5.75,broken clouds
477,Somerville,US,42.3876,-71.0995,62.42,77,20,1.01,few clouds
478,Bawku,GH,11.0616,-0.2417,93.97,40,92,2.33,overcast clouds
479,Salinopolis,BR,-0.6136,-47.3561,84.69,63,6,13.2,clear sky
480,Casa Grande,US,32.8795,-111.7573,71.55,86,90,1.01,overcast clouds
481,Opuwo,NA,-18.0607,13.84,94.89,9,19,1.95,few clouds
482,Cascavel,BR,-24.9558,-53.4553,81.23,57,0,20.71,clear sky
483,Guilin,CN,25.2819,110.2864,84.31,69,0,1.03,light rain
484,Verkhnyaya Inta,RU,65.9811,60.3094,40.32,59,100,3.51,overcast clouds
485,Tigzirt,DZ,36.8886,4.1198,78.19,65,100,6.35,overcast clouds
486,Esna,EG,25.2934,32.554,93.22,14,0,18.21,clear sky
487,Tukrah,LY,32.5341,20.5791,78.71,56,28,10.69,scattered clouds
488,Sao Felix Do Xingu,BR,-6.6447,-51.995,91.6,44,99,0.6,overcast clouds
489,Chihuahua,MX,28.5,-106.0,58.3,99,5,0.63,clear sky
490,Alizai,PK,33.5383,70.3462,82.58,51,6,4.65,clear sky
491,Charters Towers,AU,-20.1,146.2667,65.16,89,7,16.44,clear sky
492,Hami,CN,42.8,93.45,70.5,16,1,6.2,clear sky
493,Bontang,ID,0.1333,117.5,79.75,85,89,5.97,overcast clouds
494,Faya,SA,18.3851,42.4509,82.51,15,63,15.12,broken clouds
495,Izumo,JP,35.3667,132.7667,73.35,90,92,5.82,overcast clouds
496,Asfi,MA,32.2994,-9.2372,75.78,63,9,18.48,clear sky
497,Thinadhoo,MV,0.5333,72.9333,83.39,74,99,18.07,overcast clouds
498,Ilulissat,GL,69.2167,-51.1,21.22,42,1,19.57,clear sky
499,Natal,BR,-5.795,-35.2094,77.65,100,90,12.66,overcast clouds
500,Yumen,CN,40.2833,97.2,67.69,16,0,17.52,clear sky
501,Lakes Entrance,AU,-37.8811,147.981,44.17,74,2,5.21,clear sky
502,Casambalangan,PH,18.3765,122.1274,81.77,84,29,5.91,scattered clouds
503,Olafsvik,IS,64.8945,-23.7142,38.07,69,100,27.92,overcast clouds
504,Diapaga,BF,12.0708,1.7889,96.19,34,8,2.1,clear sky
505,Hamilton,US,39.1834,-84.5333,62.89,79,40,1.01,scattered clouds
506,Raudeberg,NO,61.9875,5.1352,71.38,67,67,12.55,broken clouds
507,Angoram,PG,-4.0625,144.0661,73.99,98,100,0.98,overcast clouds
508,Shima,CN,24.4478,117.8111,84.22,80,0,2.93,light rain
509,Pangody,RU,65.85,74.4859,34.59,71,13,4.54,few clouds
510,Balaghat,IN,21.8,80.1833,79.48,77,100,10.09,light rain
511,Laguna,US,38.421,-121.4238,60.91,90,75,1.01,broken clouds
512,Kahului,US,20.8947,-156.47,77.85,87,1,16.11,clear sky
513,Zhigansk,RU,66.7697,123.3711,35.24,82,10,26.28,clear sky
514,Carballo,ES,43.213,-8.691,70.75,57,100,5.59,overcast clouds
515,Flin Flon,CA,54.7682,-101.865,53.44,87,75,6.91,broken clouds
516,Baykit,RU,61.67,96.37,37.8,71,100,9.31,overcast clouds
517,Sur,OM,22.5667,59.5289,87.39,59,20,7.61,few clouds
518,Zhaotong,CN,27.3167,103.7167,64.35,76,19,2.91,few clouds
519,Palmer,US,42.1584,-72.3287,59.47,87,75,0.0,broken clouds
520,Tartagal,AR,-22.5164,-63.8013,85.15,29,0,3.38,clear sky
521,Mount Isa,AU,-20.7333,139.5,80.37,12,2,6.91,clear sky
522,Port Hueneme,US,34.1478,-119.1951,64.96,92,90,4.61,mist
523,Mocuba,MZ,-16.8392,36.9856,91.85,27,85,10.78,overcast clouds
524,Pervomayskoye,RU,43.919,46.7102,63.9,46,69,12.35,broken clouds
525,Suez,EG,29.9737,32.5263,88.45,28,0,10.29,clear sky
526,Baglung,NP,28.2719,83.5898,71.11,87,57,3.89,broken clouds
527,Carutapera,BR,-1.195,-46.02,84.7,65,76,10.54,broken clouds
528,Marienburg,PL,54.0359,19.0266,66.85,37,16,12.68,few clouds
529,Pacific Grove,US,36.6177,-121.9166,59.29,90,90,4.0,overcast clouds
530,Bosaso,SO,11.2842,49.1816,93.18,66,20,16.11,few clouds
531,Amapa,BR,1.0,-52.0,85.44,53,2,5.19,clear sky
532,Itoman,JP,26.1247,127.6694,82.42,72,75,5.75,broken clouds
533,Rawson,AR,-43.3002,-65.1023,54.73,35,1,14.41,clear sky
534,Kysyl-Syr,RU,63.8986,122.7617,34.59,80,66,9.22,broken clouds
535,Lasa,IT,46.6166,10.7002,72.48,51,77,1.7,broken clouds
536,Istanbul,TR,41.0351,28.9833,75.36,50,0,14.97,clear sky
537,Swinoujscie,PL,53.9105,14.2471,71.49,77,0,13.8,clear sky
538,Bac Lieu,VN,9.285,105.7244,81.27,83,14,8.12,few clouds
539,Asau,RO,46.4333,26.4,65.32,65,76,5.17,broken clouds
540,Cao Bang,VN,22.6667,106.25,75.15,91,30,0.67,scattered clouds
541,Sorong,ID,-0.8833,131.25,80.24,83,93,4.16,heavy intensity rain
542,Forbes,AU,-33.3833,148.0167,60.93,61,65,8.97,broken clouds
543,Namibe,AO,-15.1961,12.1522,74.03,68,40,8.05,scattered clouds
544,Swidwin,PL,53.7746,15.7767,68.95,54,98,14.05,overcast clouds
545,Taoru,IN,28.2167,76.95,87.46,57,18,3.53,few clouds
546,Nantucket,US,41.2835,-70.0995,68.11,75,1,4.61,clear sky
547,Bilibino,RU,68.0546,166.4372,15.75,97,100,3.6,light snow
548,Kabompo,ZM,-13.5927,24.2008,97.47,10,79,5.41,broken clouds
549,Bograd,RU,54.2344,90.8328,38.95,93,85,5.37,overcast clouds
550,Turbat,PK,26.0023,63.044,100.4,24,15,15.88,few clouds
551,Vanimo,PG,-2.6741,141.3028,78.26,86,100,4.47,overcast clouds
552,Tosya,TR,41.0155,34.0401,68.81,36,0,4.76,clear sky
553,Tabou,CI,4.423,-7.3528,77.86,84,100,5.97,light rain
554,Houma,US,29.5958,-90.7195,72.0,90,23,5.21,few clouds
555,Jacmel,HT,18.2342,-72.5347,80.44,76,100,2.53,overcast clouds
556,Aginskoye,RU,51.1,114.53,42.89,52,99,3.67,overcast clouds
557,Brae,GB,60.3964,-1.353,57.11,96,100,28.39,overcast clouds
558,Yerofey Pavlovich,RU,53.9667,121.9667,41.4,78,99,7.74,overcast clouds
559,Pemangkat,ID,1.1667,108.9667,78.1,86,100,5.17,overcast clouds
560,Yamada,JP,39.4667,141.95,62.26,76,74,2.89,broken clouds
561,Bengkulu,ID,-3.8004,102.2655,78.15,87,100,2.75,overcast clouds
562,Gaoua,BF,10.2992,-3.2508,91.81,45,26,2.82,scattered clouds
563,Ortona,IT,42.3496,14.4039,81.12,83,4,6.89,clear sky
564,La Primavera,CO,5.4906,-70.4092,78.3,84,100,6.73,overcast clouds
565,Nicoya,CR,10.1483,-85.452,71.15,86,98,2.53,overcast clouds
566,Kattivakkam,IN,13.2167,80.3167,89.69,61,100,4.88,overcast clouds
567,Ushtobe,KZ,45.2514,77.9838,68.94,40,100,19.08,overcast clouds
568,Carauari,BR,-4.8828,-66.8958,80.58,79,30,2.39,scattered clouds
569,Grindavik,IS,63.8424,-22.4338,39.15,70,75,36.82,broken clouds
570,Tadpatri,IN,14.9167,78.0167,75.81,79,100,19.28,overcast clouds
571,Salisbury,GB,51.0693,-1.7957,64.96,57,20,21.85,few clouds
572,Ornskoldsvik,SE,63.2909,18.7153,60.62,76,77,11.5,broken clouds
573,Vila Velha,BR,-20.3297,-40.2925,79.97,63,40,11.5,scattered clouds
574,Caraballeda,VE,10.6112,-66.8522,87.37,69,20,4.61,few clouds
575,Luang Prabang,LA,19.8856,102.1347,82.36,69,75,4.61,thunderstorm
576,Konstantinovka,RU,49.6167,127.9833,52.63,76,0,5.5,clear sky
577,Bereda,ES,43.2686,-7.5406,67.14,59,100,2.24,overcast clouds
578,Guarapari,BR,-20.6667,-40.4975,79.92,62,6,14.14,clear sky
579,Los Arcos,PH,8.6328,125.9856,75.2,98,69,1.74,heavy intensity rain
580,College,US,64.8569,-147.8028,33.75,74,90,3.44,overcast clouds
581,Nokaneng,BW,-19.6667,22.2667,99.97,6,0,2.26,clear sky
582,Aykhal,RU,66.0,111.5,30.92,94,100,20.09,overcast clouds
583,Tshikapa,CD,-6.4167,20.8,74.01,88,100,2.59,light rain
584,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.28,68,16,11.88,few clouds
585,Egvekinot,RU,66.3167,-179.1667,19.38,89,63,1.66,broken clouds
586,Roebourne,AU,-20.7833,117.1333,77.49,23,92,15.3,overcast clouds
587,Cumberland,US,35.0502,-78.8664,63.57,87,1,0.0,clear sky
588,Naica,MX,27.85,-105.4833,62.82,83,0,3.02,clear sky
589,Amboasary,MG,-25.0333,46.3833,80.44,31,5,10.78,clear sky
590,Gull Lake,CA,50.1001,-108.4847,53.96,31,0,9.91,clear sky
591,Abonnema,NG,4.7084,6.7931,86.88,61,99,6.44,light rain
592,Bandarbeyla,SO,9.4942,50.8122,83.79,63,31,25.12,scattered clouds
593,Cartagena,CO,10.3997,-75.5144,83.82,94,20,2.3,haze
594,Andijon,UZ,40.7821,72.3442,79.88,28,0,8.7,clear sky
595,Tambopata,PE,-12.7333,-69.1833,80.49,78,0,3.44,clear sky
596,Road Town,VG,18.4167,-64.6167,86.04,79,40,5.75,scattered clouds
597,Shubarkuduk,KZ,49.1447,56.4872,56.75,51,66,15.73,broken clouds
598,Lambarene,GA,-0.7001,10.2406,86.02,74,90,3.78,light rain
599,Nanyuki,KE,0.0167,37.0728,69.76,49,97,5.77,overcast clouds
600,Zhezkazgan,KZ,47.8043,67.7144,64.45,35,78,22.15,broken clouds
601,Toamasina,MG,-18.1667,49.3833,78.8,69,75,11.5,broken clouds
602,Ixtapa,MX,20.7,-105.2,76.23,94,40,5.75,scattered clouds
603,Karachi,PK,24.9056,67.0822,85.82,70,75,6.91,very heavy rain
604,Nunchia,CO,5.6406,-72.1986,78.15,74,80,1.01,broken clouds
605,Pakxe,LA,15.1167,105.7833,84.34,84,40,2.3,thunderstorm
606,Languyan,PH,5.2618,120.0807,80.76,81,34,3.65,scattered clouds
607,Culiacancito,MX,24.8247,-107.5331,77.95,93,20,4.0,few clouds
608,Waipawa,NZ,-41.4122,175.5153,47.03,86,100,10.04,overcast clouds
609,Nanortalik,GL,60.1432,-45.2371,36.52,56,0,7.52,clear sky
610,Dali,CN,25.7,100.1833,64.13,78,37,4.74,scattered clouds
611,Kholm-Zhirkovskiy,RU,55.5189,33.4731,50.49,69,100,8.88,overcast clouds
612,Urumqi,CN,43.801,87.6005,65.35,22,0,4.47,clear sky
613,Riyadh,SA,24.6877,46.7219,96.94,6,100,19.91,overcast clouds
614,Stornoway,GB,58.2093,-6.3865,53.56,82,40,13.8,light intensity shower rain
615,Kendari,ID,-3.945,122.4989,76.95,87,100,3.78,overcast clouds
616,Kimbe,PG,-5.5502,150.1429,75.92,96,100,4.25,moderate rain
617,Ulu-Telyak,RU,54.9086,56.9669,39.11,75,100,12.59,light rain
618,Sawtell,AU,-30.3833,153.1,59.02,85,90,4.61,overcast clouds
619,Terrace Bay,CA,48.7834,-87.1,41.5,81,92,11.23,overcast clouds
620,Moron,AR,-34.6534,-58.6198,60.49,94,100,8.01,overcast clouds
621,Kenai,US,60.5544,-151.2583,34.14,93,1,3.44,clear sky
622,Yerbogachen,RU,61.2767,108.0108,35.67,85,100,13.44,overcast clouds
623,Knysna,ZA,-34.0363,23.0471,62.98,79,85,10.27,overcast clouds
624,Bowen,AU,-20.0167,148.2333,71.82,77,5,17.81,clear sky
625,Lucea,JM,18.451,-78.1736,84.06,76,0,7.31,clear sky
626,Alyangula,AU,-13.8483,136.4192,76.87,88,81,2.3,broken clouds
627,Kollam,IN,8.8833,76.6,80.47,86,100,13.94,overcast clouds
628,Andenes,NO,69.3143,16.1194,62.47,67,0,9.22,clear sky
629,Bud,US,39.447,-86.1758,65.89,73,0,12.95,clear sky
630,Tilichiki,RU,60.4667,166.1,34.99,88,77,5.35,broken clouds
631,Kautokeino,NO,69.0125,23.0412,55.67,77,35,14.54,scattered clouds
632,Bom Jesus Da Lapa,BR,-13.255,-43.4181,88.09,34,0,5.14,clear sky
633,Sinop,TR,41.7711,34.8709,63.03,62,18,7.7,few clouds
634,Marzuq,YE,14.4,46.4667,91.36,12,2,6.04,clear sky
635,Thap Than,TH,15.4606,99.8917,77.49,89,90,3.29,overcast clouds
636,Lac-Au-Saumon,CA,48.421,-67.3476,52.81,85,7,9.51,clear sky
637,Qaqortoq,GL,60.7167,-46.0333,28.9,33,0,4.92,clear sky
638,Kampot,KH,10.6167,104.1833,82.45,84,100,3.38,overcast clouds
639,Tokur,RU,53.1333,132.9,46.53,96,89,5.53,light rain
640,Makat,KZ,47.6469,53.3463,62.42,37,100,21.9,overcast clouds
641,Flinders,AU,-34.5833,150.8552,58.37,70,100,8.57,overcast clouds
642,Pontarlier,FR,46.8333,6.25,66.16,58,100,7.18,overcast clouds
643,Pangnirtung,CA,66.1451,-65.7125,28.4,80,75,2.3,broken clouds
644,Hinganghat,IN,20.5667,78.8333,85.41,87,100,13.87,overcast clouds
645,Hammerfest,NO,70.6634,23.6821,64.85,59,40,1.14,scattered clouds
646,Sibolga,ID,1.7427,98.7792,77.14,89,100,2.75,overcast clouds
647,Oktyabrskiy,RU,54.4815,53.471,45.61,57,100,18.39,overcast clouds
648,Voronezh,RU,51.6664,39.17,53.62,66,75,8.95,broken clouds
649,Abha,SA,18.2164,42.5053,82.22,13,20,18.41,few clouds
650,Kolosovka,RU,56.4678,73.611,40.12,72,95,10.0,overcast clouds
651,Gambela,ET,8.25,34.5833,86.23,54,19,2.89,few clouds
652,Amazar,RU,53.858,120.875,42.8,72,100,9.13,overcast clouds
653,Talara,PE,-4.5772,-81.2719,61.56,88,0,17.27,clear sky
654,Male,MV,4.1748,73.5089,80.55,83,90,19.57,very heavy rain
655,Pochutla,MX,15.7432,-96.4661,74.01,80,36,4.21,scattered clouds
656,Catamarca,AR,-28.4696,-65.7852,73.04,42,0,1.01,clear sky
657,Adet,ET,11.2644,37.4888,68.86,58,92,4.61,overcast clouds
658,Leek,NL,53.1625,6.3764,69.98,65,75,3.0,broken clouds
659,Marshfield,US,44.6689,-90.1718,55.38,94,1,6.91,clear sky
660,Ahipara,NZ,-35.1667,173.1667,49.89,73,28,7.18,scattered clouds
661,Lyuban,BY,52.7985,28.0048,53.02,65,100,7.0,overcast clouds
662,Severobaykalsk,RU,55.65,109.3167,35.4,72,100,7.52,overcast clouds
663,Robinson,US,31.4677,-97.1147,65.88,82,1,4.61,clear sky
664,Zharkent,KZ,44.1628,80.0,74.35,20,65,19.19,broken clouds
665,Abnub,EG,27.2696,31.1511,89.82,22,21,14.79,few clouds
666,Chunoyar,RU,57.4467,97.3217,35.01,97,100,4.97,overcast clouds
667,Mao,ES,39.8885,4.2658,79.36,61,20,11.5,few clouds
668,Dubbo,AU,-32.25,148.6167,57.33,62,100,13.8,overcast clouds
669,Piedras Negras,MX,28.7,-100.5167,70.27,75,95,5.91,overcast clouds
670,Svetlyy,RU,54.675,20.1347,60.85,46,30,13.91,scattered clouds
671,Kristiinankaupunki,FI,62.2743,21.376,55.45,61,35,8.63,scattered clouds
672,Raymondville,US,26.4815,-97.7831,75.9,86,58,4.72,broken clouds
673,Ilheus,BR,-14.7889,-39.0494,82.22,78,75,8.05,broken clouds
674,Kailua,US,21.4022,-157.7394,78.78,76,40,9.22,scattered clouds
675,San Rafael Del Sur,NI,11.8485,-86.4384,76.17,81,51,8.52,broken clouds
